_id,index,description,budget,state,city,squareFeet,floor,furnishing,bedrooms,balcony,propertyType,facing,address
67a8a66ef75daf5b31729390,71,"Friends Colony, Nagpur has an appealing 2 BHK flat for sale with various amenities. This flat all equipped with required facilities, is up for sale. This apartment ready to move in the Friends Colony is available for an attractive price of INR 48 Lac. The possession date of the flat stands at Sep '22. This flat is an ideal choice because it is an furnished apartment with all basic amenities. Some nearby landmarks are katol road.",9000000,Maharastra,thane,675sqft,10outof16,Furnished,2,1,house,North-East,PuraniksTokyoBay
67a8a66ef75daf5b31729391,72,"Up for immediate sale is a 2 BHK apartment in Mahalaxmi Nagar, Nagpur. Don't miss this bargain flat for sale. This flat for resale is just the type of property you have been searching for! Available at a reasonable selling price of INR 50 Lac, this ready to move apartment in Mahalaxmi Nagar is a great buy. The flat is furnished and is suitable for any family size.",5400000,Maharastra,thane,430sqft,3outof7,Furnished,1,,house,East,PrideResidency
67a8a66ef75daf5b31729392,73,"This ready to move-in 2 BHK flat is available for sale at the premium Wardha Road in Nagpur. Strategically situated in the Matoshri site, it is placed at a prime location. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Wardha Road is ready to move, and can be purchased at the best price of INR 52 Lac. This contemporary apartment is furnished.",8500000,Maharastra,thane,557sqft,2outof28,Furnished,2,,house,North,LodhaAmara
67a8a66ef75daf5b31729393,74,"This ready to move-in 2 BHK flat is available for sale at the premium Radhakrishna society, mahal in Nagpur. This flat for resale is a choice property. This ready to move flat in Radhakrishna society, mahal can be availed at a reasonable price of INR 35 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. Some nearby landmarks are just opp kalyaneshwar mandir.",10000028,Maharastra,thane,870sqft,27outof27,Semi-Furnished,2,1,farmhouse,East,TierraCoOpHSGSocLtd
67a8a66ef75daf5b31729394,75,"This beautiful 5 BHK Flat is available for sale in Mihan, Nagpur. Located in the First City township, the flat enjoys access to the prime spots in the city. Your hunt for the perfect apartment for sale comes to an end here. This ready to move flat in Mihan comes at an affordable price of INR 1.52 Cr. This contemporary apartment is unfurnished.",1000000,Maharastra,navi-mumbai,739sqft,7outof7,Unfurnished,2,3,house,North-East,LotusCourt
67a8a66ef75daf5b31729395,76,"Have a look at this immaculate 4 BHK flat for sale in Mihan, Nagpur. It is based at First City complex, that occupies a prominent place in the locality. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! This apartment ready to move in the Mihan is available for an attractive price of INR 1.80 Cr. The spacious apartment is unfurnished.",5600000,Maharastra,navi-mumbai,500sqft,12outof14,Unfurnished,2,,house,,MaLaxmiHeights
67a8a66ef75daf5b31729396,77,"Carefully laid out in the prime location of Ingole Nagar in Nagpur, this spacious 2 BHK flat on sale is a meticulously planned project. Situated in the Kaveri Apartment township, it has a prime location. This flat all equipped with required facilities, is up for resale. Available at a reasonable selling price of INR 45 Lac, this ready to move apartment in Ingole Nagar is a great buy. The flat is available in semi-furnished condition. prerana co-op housing society are some of the well-known landmarks in this locality.",5600000,Maharastra,navi-mumbai,473sqft,12outof14,Semi-Furnished,2,,mansion,,MaLaxmiHeights
67a8a66ef75daf5b31729397,78,"One can find this stunning 2 BHK flat for sale in Raju kunnawar my Town city, Nagpur. Strategically situated in the Axon My Town site, it is placed at a prime location. This flat all equipped with required facilities, is up for resale. In Raju kunnawar my Town city, this ready to move flat is available at an attractive price of INR 20 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",5700000,Maharastra,navi-mumbai,635sqft,8outof14,Unfurnished,2,,house,,MaLaxmiHeights
67a8a66ef75daf5b31729398,79,"This beautiful 2 BHK Flat is available for sale in Wardha Road, Nagpur. Strategically situated in the Radha Madhav Vrindavan site, it is placed at a prime location. This flat for sale is a choice property. This ready to move flat in Wardha Road can be taken at a very economical pricing of INR 48.2 Lac. The flat is available in unfurnished condition.",6000000,Maharastra,navi-mumbai,500sqft,12outof14,Unfurnished,2,,house,,MaLaxmiHeights
67a8a66ef75daf5b31729399,80,"Carefully laid out in the prime location of Ram Das Peth in Nagpur, this spacious 3 BHK flat on sale is a meticulously planned project. The property is ideally located in a strategic location in Concrete Shridhar Apartment township. This flat for resale is just the type of property you have been searching for! This ready to move flat in Ram Das Peth comes at an affordable price of INR 1.35 Cr. This immaculate flat boasts of coming in furnished form which takes the entire deal to the next level. Some nearby landmarks are close to ajni station c. rclose to ajni metro and congressnagar metro.",8900000,Maharastra,navi-mumbai,500sqft,4outof7,Furnished,2,3,house,East,SaiSapphire
67a8a66ef75daf5b3172939a,81,"1 BHK flat available for sale in Nagpur in the prime location of Hingna Road. This flat is available as a resale property. You can buy this ready to move flat in Hingna Road at a reasonable price of INR 10 Lac. Available in semi-furnished state, this flat is a great buy.",40000000,Maharastra,navi-mumbai,1977sqft,18outof38,Semi-Furnished,4,4,house,North-East,ParadiseSaiWorldEmpire
67a8a66ef75daf5b3172939b,82,"Up for immediate sale is a 2 BHK apartment in Durga Nagar, Nagpur. Don't miss this bargain flat for sale. This flat for resale is just the type of property you have been searching for! This ready to move flat is offered at an economical price of INR 25 Lac. Available in unfurnished state, this flat is a great buy.",1000001,Maharastra,navi-mumbai,710sqft,8outof30,Unfurnished,2,2,house,North-East,ParadiseSaicrystals
67a8a66ef75daf5b3172939c,83,"This beautiful 3 BHK Flat is available for sale in Narendra Nagar Extension, Nagpur. This is a desirable apartment for sale. This ready to move flat in Narendra Nagar Extension comes at an affordable price of INR 75 Lac. The flat is available in semi-furnished condition. This 3 BHK flat boasts of being in close proximity to significant landmarks like wardha road - 1 km, metro station 1 km, new look school 0.5 km, that enhance the overall living experience.",10000029,Maharastra,navi-mumbai,1700sqft,33outof36,Semi-Furnished,5,3,house,North-East,IndiabullsGreensPanvel
67a8a66ef75daf5b3172939d,84,"This lovely 2 BHK Flat in Amravati Road, Nagpur is up for sale. Invest your valuable money in this flat that is for sale. This ready to move flat in Amravati Road comes at an affordable price of INR 29.5 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. Significant landmarks in its proximity are near to public transport and reputed schools..",4800000,Maharastra,navi-mumbai,779sqft,7outof7,Semi-Furnished,1,,house,,AniruddhaEnclave
67a8a66ef75daf5b3172939e,85,2 BHK flat available for sale in Nagpur in the prime location of Hingna Road. This flat for resale is a choice property. The ready to move flat in the prime area of Hingna Road is available at a reasonable price of INR 37.5 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.,7200000,Maharastra,navi-mumbai,473sqft,2outof3,Semi-Furnished,1,,house,,AdhirajGardens
67a8a66ef75daf5b3172939f,86,"2 BHK flat available for sale in Nagpur in the prime location of Hudkeshwar Road. This flat is situated in the Krishnam Nagari township and is equipped with premium facilities. Invest your valuable money in this flat that is for resale. This ready to move flat in Hudkeshwar Road comes at an affordable price of INR 24 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",10000005,Maharastra,navi-mumbai,800sqft,2outof18,Unfurnished,2,2,mixedusebuilding,East,TheSprings
67a8a66ef75daf5b317293a0,87,"Carefully laid out in the prime location of Narendra Nagar in Nagpur, this spacious 2 BHK flat on sale is a meticulously planned project. This flat is available as a resale property. Available at a reasonable selling price of INR 45 Lac, this ready to move apartment in Narendra Nagar is a great buy. This premium semi-furnished flat spells quality and comfort at a competitive price.",6000000,Maharastra,nagpur,750sqft,3outof4,Semi-Furnished,2,1,otherproperty,,
67a8a66ef75daf5b317293a1,88,"This magnificent 3 BHK Flat is available for sale in Godhani Road, Nagpur. This flat is an attractive property for resale. Located in Godhani Road, this ready to move apartment is sold at a fair selling price of INR 35 Lac. The flat is sold in semi-furnished condition.",5000000,Maharastra,nagpur,779sqft,1outof3,Semi-Furnished,2,,farmhouse,,
67a8a66ef75daf5b317293a2,89,"This beautiful 2 BHK Flat is available for sale in Ring Road, Nagpur. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat located in Ring Road is available for purchase at a fair price of INR 37 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price.",5200000,Maharastra,nagpur,1000sqft,1outof4,Semi-Furnished,2,2,manorhouse,,Matoshri
67a8a66ef75daf5b317293a3,90,"Up for immediate sale is a 2 BHK apartment in Mankapur, Nagpur. Don't miss this bargain flat for sale. Situated in the excellent Laxmi Plaza township. The flat enjoys a prime location. This apartment is a property of choice for resale. The ready to move flat in the prime area of Mankapur is available at a reasonable price of INR 53 Lac. The flat is sold in semi-furnished condition.",10000052,Maharastra,nagpur,530sqft,,Semi-Furnished,5,,house,,FirstCity
67a8a66ef75daf5b317293a4,91,"This exquisite 2 BHK Flat is offered for sale in Bandra Kurla Complex, Mumbai. Situated in the Hubtown Sunstone township, it has a prime location. This flat for sale is just the type of property you have been searching for! This ready to move property in Bandra Kurla Complex is readily available within an affordable cost of INR 2.81 Cr. It is a unfurnished apartment. The prime landmarks near this property are this property is close to bkc..",29000005,Maharastra,nagpur,885sqft,2outof4,Unfurnished,2,3,house,East,
67a8a66ef75daf5b317293a5,92,"This magnificent 2 BHK Flat is available for sale in Borivali East, Mumbai. Located in the Gumpha Darshan A And B Chs township, the flat enjoys access to the prime spots in the city. This apartment for resale is a great choice. Available at a reasonable selling price of INR 1.65 Cr, this ready to move apartment in Borivali East is a great buy. This premium unfurnished flat spells quality and comfort at a competitive price. jain derasar are some of the key nearby landmarks.",2400000,Maharastra,nagpur,640sqft,Groundoutof4,Unfurnished,2,2,house,,KrishnamNagari
67a8a66ef75daf5b317293a6,93,"This exquisite 2 BHK Flat is offered for sale in Chembur East, Mumbai. This flat is situated within the renown township of Viceroy. This flat for resale is a choice property. This ready to move flat is offered at an economical price of INR 2.18 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. Prominent landmarks in and around this locality are sindhi society..",5300000,Maharastra,nagpur,1000sqft,3outof4,Unfurnished,2,4,house,East,LaxmiPLaza
67a8a66ef75daf5b317293a7,94,"Discover this immaculate 4 BHK flat for sale at the pristine Hiranandani Gardens in Mumbai. Well-tucked in the Hiranandani Ambrosia township, the property is easily accessible. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in the prime area of Hiranandani Gardens is available at a reasonable price of INR 11 Cr. The apartment is semi-furnished. hiranandani international schoolhiranandani hospital powaikanjurmarg railway station mumbai international airport are some of the well-known landmarks in this locality.",20000081,Maharastra,mumbai,500sqft,20outof21,Semi-Furnished,2,1,house,East,HubtownSunstone
67a8a66ef75daf5b317293a8,95,"Carefully laid out in the prime location of Malad West in Mumbai, this spacious 2 BHK flat on sale is a meticulously planned project. It is in a prime location within the Shreeji Aspire. This flat for resale is a choice property. This ready to move flat is offered at an economical price of INR 1.40 Cr. The flat is sold in unfurnished condition.",110000000,Maharastra,mumbai,500sqft,23outof30,Unfurnished,3,1,townhouse,,HiranandaniAmbrosia
67a8a66ef75daf5b317293a9,96,This ready to move-in 4 BHK flat is available for sale at the premium Lokhandwala Complex in Mumbai. Invest your valuable money in this flat that is for resale. This ready to move property in Lokhandwala Complex is readily available within an affordable cost of INR 7.49 Cr. The spacious apartment is unfurnished. lokhandwala complex infinity mall are a few nearby landmarks.,30000075,Maharastra,mumbai,640sqft,10outof32,Unfurnished,2,,house,,OrchidEnclaveMumbaiCentral
67a8a66ef75daf5b317293aa,97,"Carefully laid out in the prime location of Mira Bhayandar in Mumbai, this spacious 2 BHK flat on sale is a meticulously planned project. This is one of the best properties available for sale. This apartment in one of the significant areas of Mira Bhayandar is ready to move, and can be purchased at the best price of INR 85 Lac. This contemporary apartment is semi-furnished. The flat is easily approachable because it is near to galaxy hospital.",60000076,Maharastra,mumbai,500sqft,40outof51,Semi-Furnished,3,2,villa,,IndiabullsSky
67a8a66ef75daf5b317293ab,98,"This exquisite 2 BHK Flat is offered for sale in Mumbai Central, Mumbai. It is based at Orchid Enclave Mumbai Central complex, that occupies a prominent place in the locality. This flat is an attractive property for resale. You can buy this ready to move flat in Mumbai Central at a reasonable price of INR 3.75 Cr. Available in unfurnished state, this flat is a great buy.",9500000,Maharastra,mumbai,1200sqft,7outof7,Unfurnished,1,,exceptionalproperty,East,
67a8a66ef75daf5b317293ac,99,"This exquisite 2 BHK Flat is offered for sale in Mumbai Central, Mumbai. This flat is situated in the Orchid Enclave Mumbai Central township and is equipped with premium facilities. This flat is an attractive property for resale. This ready to move flat located in Mumbai Central is available for purchase at a fair price of INR 3.75 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price.",40000015,Maharastra,mumbai,828sqft,7outof27,Semi-Furnished,2,2,house,East,RunwalElegante
67a8a66ef75daf5b317293ad,100,"One can find this stunning 2 BHK flat for sale in Gokuldham, Mumbai. Well-tucked in the Db Woods township, the property is easily accessible. This flat for sale is a choice property. This apartment ready to move in the Gokuldham is available for an attractive price of INR 2.15 Cr. The apartment is semi-furnished.",30000015,Maharastra,mumbai,530sqft,9outof21,Semi-Furnished,2,2,countrycottage,East,HubtownSunstone
67a8a66ef75daf5b317293ae,101,"Creatively planned and constructed is a 2 BHK flat for sale in Goregaon East, Mumbai. Strategically situated in the Db Woods site, it is placed at a prime location. This flat is available as a sale property. You can buy this ready to move flat in Goregaon East at a reasonable price of INR 2.19 Cr. It is semi-furnished to accommodate your needs.",8500000,Maharastra,mumbai,1200sqft,20outof40,Semi-Furnished,2,,house,East,SethiaImperialAvenue
67a8a66ef75daf5b317293af,102,"Gokuldham, Mumbai has an attractive 2 BHK Flat for sale. Situated in the Db Woods township, it has a prime location. Invest your valuable money in this flat that is for resale. You can buy this ready to move flat in Gokuldham at a reasonable price of INR 2.23 Cr. It is semi-furnished to accommodate your needs.",20000000,Gujarat,ahmedabad,885sqft,11outof11,Semi-Furnished,3,1,house,West,OrchidPark
67a8a66ef75daf5b317293b0,103,"This exquisite 3 BHK Flat is offered for sale in Virar West, Mumbai. This flat is situated in the Twin Tower township and is equipped with premium facilities. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment ready to move in the Virar West is available for an attractive price of INR 1.15 Cr. It is a semi-furnished apartment.",5500000,Gujarat,ahmedabad,1000sqft,3outof5,Semi-Furnished,2,,house,,
67a8a66ef75daf5b317293b1,104,"Creatively planned and constructed is a 3 BHK flat for sale in Lower Parel West, Mumbai. Located in the Indiabulls Sky township, the flat enjoys access to the prime spots in the city. Your search ends here, because this flat for sale is among the best bargains in town. This apartment in one of the significant areas of Lower Parel West is ready to move, and can be purchased at the best price of INR 6.76 Cr. The flat is semi-furnished and is suitable for any family size.",2500000,Gujarat,ahmedabad,635sqft,5outof5,Semi-Furnished,1,1,apartmentblock,East,SiddhidhataAditi
67a8a66ef75daf5b317293b2,105,"Carefully laid out in the prime location of Kurla in Mumbai, this spacious 1 BHK flat on sale is a meticulously planned project. Situated in the excellent Raghav One township. The flat enjoys a prime location. This flat for resale is a choice property. The ready to move flat in the prime area of Kurla is available at a reasonable price of INR 1.15 Cr. You will find it unfurnished.",2300000,Gujarat,ahmedabad,750sqft,12outof14,Unfurnished,1,,apartmentblock,,
67a8a66ef75daf5b317293b3,106,"This beautiful 1 BHK Flat is available for sale in Goregaon East, Mumbai. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Goregaon East is ready to move, and can be purchased at the best price of INR 95 Lac. This premium unfurnished flat spells quality and comfort at a competitive price. The flat is easily approachable because it is near to guru nanak hospital.",8500000,Gujarat,ahmedabad,828sqft,5outof5,Unfurnished,3,,apartmentblock,,SAFALPARIVESH
67a8a66ef75daf5b317293b4,107,"This magnificent 2 BHK Flat is available for sale in Tardeo, Mumbai. This flat for resale is the perfect property for you! This ready to move flat in Tardeo can be availed at a reasonable price of INR 6 Cr. The flat is available in semi-furnished condition.",2800000,Gujarat,ahmedabad,779sqft,2outof7,Semi-Furnished,1,,villa,,GigevDivitHills
67a8a66ef75daf5b317293b5,108,"Up for immediate sale is a 2 BHK apartment in Thakur Village, Mumbai. Don't miss this bargain flat for sale. This flat is situated within the renown township of Viceroy Park. This flat for sale is the perfect property for you! Located in Thakur Village, this ready to move apartment is sold at a fair selling price of INR 1.91 Cr. The apartment is semi-furnished. Significant landmarks in its proximity are the property is very close to w e highways and upcoming metro railways.",20000015,Gujarat,ahmedabad,885sqft,1outof10,Semi-Furnished,4,1,villa,East,GalaxyGalaLaxuria
67a8a66ef75daf5b317293b6,109,"Discover this immaculate 2 BHK flat for sale at the pristine Lokhandwala Complex in Mumbai. This flat is placed in a marvellous location within the Runwal Elegante complex. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in Lokhandwala Complex is all ready for sale at a low-priced budget of INR 4.15 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some neighbouring landmarks are lokhandwala market, infinity mall, pvr cinemas, kokilaben hospital.",5000006,Karnataka,bangalore,640sqft,6outof10,Semi-Furnished,4,4,apartment,East,
67a8a66ef75daf5b317293b7,110,"This attractive 2 BHK apartment can be found for sale in Western Express Highway, Mumbai. Located in the Ana Avant Garde township, the flat enjoys access to the prime spots in the city. This is one of the best properties available for sale. This apartment ready to move in the Western Express Highway is available for an attractive price of INR 1.10 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. The property is constructed with proximity to major landmarks like western express highway.",800000,Karnataka,bangalore,779sqft,3outof3,Unfurnished,2,1,apartment,,
67a8a66ef75daf5b317293b8,111,"Creatively planned and constructed is a 1 BHK flat for sale in Central Area, Mumbai. It is housed in the well-planned Sapphire Lakeside township in an advantageous location. This flat for resale is just the type of property you have been searching for! This ready to move property in Central Area is readily available within an affordable cost of INR 96 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Some of the landmarks in the vicinity include opp. powai lake, near union bank of india.",31000004,Karnataka,bangalore,635sqft,2outof4,Unfurnished,1,1,apartment,East,
67a8a66ef75daf5b317293b9,112,"Discover this immaculate 3 BHK flat for sale at the pristine Prabhadevi in Mumbai. Your hunt for the perfect apartment for resale comes to an end here. Available at a reasonable selling price of INR 5.75 Cr, this ready to move apartment in Prabhadevi is a great buy. This premium unfurnished flat spells quality and comfort at a competitive price.",4000000,Karnataka,bangalore,750sqft,1outof4,Unfurnished,2,2,apartment,East,
67a8a66ef75daf5b317293ba,113,"This gorgeous 2 BHK Flat is available for sale in Andheri East, Mumbai. Situated in the excellent Nahar Iris Ivy township. The flat enjoys a prime location. This flat for resale is a choice property. In Andheri East, this ready to move flat is available at an attractive price of INR 2.15 Cr. You will find it semi-furnished. Some of the landmarks in the vicinity include nahar international school.",9700000,Karnataka,bangalore,750sqft,1outof4,Semi-Furnished,3,,apartment,,
67a8a66ef75daf5b317293bb,114,"One can find this stunning 2 BHK flat for sale in Bandra Kurla Complex, Mumbai. Well-tucked in the Hubtown Sunstone township, the property is easily accessible. Invest your valuable money in this flat that is for sale. This ready to move flat in Bandra Kurla Complex can be availed at a reasonable price of INR 3.15 Cr. The flat is available in semi-furnished condition. this property is close to bkc. are a few nearby landmarks.",2000008,Karnataka,bangalore,1000sqft,7outof7,Semi-Furnished,3,,groundfloor,,
67a8a66ef75daf5b317293bc,115,"Have a look at this immaculate 3 BHK flat for sale in Best Nagar Goregaon West, Mumbai. This flat is situated in the Wadhwa Imperial Heights township and is equipped with premium facilities. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat is offered at an economical price of INR 4.18 Cr. The flat is sold in furnished condition. this property is close by link road goregaon west. are some of the key nearby landmarks.",1000008,Karnataka,bangalore,750sqft,4outof10,Furnished,3,,apartment,,
67a8a66ef75daf5b317293bd,116,"Discover this immaculate 2 BHK flat for sale at the pristine Hiranandani Gardens in Mumbai. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! The ready to move flat in Hiranandani Gardens is all ready for sale at a low-priced budget of INR 3.15 Cr. It is a unfurnished apartment. This 2 BHK flat boasts of being in close proximity to significant landmarks like dr l h hiranandani hospital that enhance the overall living experience.",10000085,Karnataka,bangalore,750sqft,2outof9,Unfurnished,3,,apartment,,
67a8a66ef75daf5b317293be,117,"Vikhroli East, Mumbai has an attractive 2 BHK Flat for sale. This flat is placed in a marvellous location within the Manoranjan complex. This flat for resale is just the type of property you have been searching for! The ready to move flat in the prime area of Vikhroli East is available at a reasonable price of INR 1.24 Cr. The flat is sold in semi-furnished condition. Significant landmarks in its proximity are beside swastik emerald.",7600000,Karnataka,bangalore,779sqft,9outof12,Semi-Furnished,1,,apartment,,
67a8a66ef75daf5b317293bf,118,2 BHK flat available for sale in Mumbai in the prime location of Andheri West. This flat is situated in the Rna Ng Eclat township and is equipped with premium facilities. This apartment for sale is a great choice. This ready to move flat in Andheri West is available for a reasonable price of INR 2.90 Cr. The apartment is unfurnished. The flat is easily approachable because it is near to fairyland international school.,4500000,TamilNadu,chennai,828sqft,2outof2,Unfurnished,2,1,house,East,
67a8a66ef75daf5b317293c0,119,1 BHK flat available for sale in Mumbai in the prime location of Pushpa Park. This flat is placed in a marvellous location within the Sethia Imperial Avenue complex. This flat for resale is the perfect property for you! This ready to move flat in Pushpa Park comes at an affordable price of INR 85 Lac. The flat is furnished and makes for an ideal choice for any family. Some neighbouring landmarks are opp times of india.,6500000,TamilNadu,chennai,530sqft,2outof3,Furnished,2,,villa,,
67a8a66ef75daf5b317293c1,120,"One can find this stunning 4 BHK flat for sale in Lokhandwala Complex, Mumbai. Strategically situated in the Windsor Grande Residences site, it is placed at a prime location. This apartment is a property of choice for resale. The ready to move flat in the prime area of Lokhandwala Complex is available at a reasonable price of INR 10.50 Cr. The flat is semi-furnished and is suitable for any family size. The flat is easily approachable because it is near to lokhandwalaa complex andheri west..",50000007,TamilNadu,chennai,1000sqft,2outof3,Semi-Furnished,2,2,house,East,
67a8a66ef75daf5b317293c2,121,"One can find this stunning 1 BHK flat for sale in Chandkheda, Ahmedabad. This flat is available as a resale property. This ready to move flat in Chandkheda comes at an affordable price of INR 25.8 Lac. It is unfurnished to accommodate your needs. The flat is easily approachable because it is near to near tp 44 road chandkheda.",31000005,TamilNadu,chennai,500sqft,Groundoutof2,Unfurnished,2,,villa,North,
67a8a66ef75daf5b317293c3,122,"This attractive 3 BHK apartment can be found for sale in Ambawadi, Ahmedabad. This flat is available as a sale property. This ready to move flat in Ambawadi comes at an affordable price of INR 1.45 Cr. This flat is available for possession on Jul '23. The flat is unfurnished and makes for an ideal choice for any family. The prime landmarks near this property are the proeprty is closed to malls metro station..",5200000,TamilNadu,chennai,750sqft,1outof2,Unfurnished,2,2,house,North,
67a8a66ef75daf5b317293c4,123,"One can find this stunning 3 BHK flat for sale in Satellite, Ahmedabad. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Orchid Park. This flat all equipped with required facilities, is up for resale. You can buy this ready to move flat in Satellite at a reasonable price of INR 2 Cr. The flat is furnished and makes for an ideal choice for any family. The flat is in close proximity to prominent landmarks like ramdev nagar satellite ahmedabad west.",5000000,TamilNadu,chennai,885sqft,2outof2,Furnished,2,1,house,South,
67a8a66ef75daf5b317293c5,124,"Have a look at this immaculate 2 BHK flat for sale in Satellite, Ahmedabad. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Satellite is available for an attractive price of INR 55 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",6000000,TamilNadu,chennai,779sqft,Groundoutof2,Unfurnished,2,,house,South,
67a8a66ef75daf5b317293c6,125,"Carefully laid out in the prime location of Narolgam in Ahmedabad, this spacious 2 BHK flat on sale is a meticulously planned project. It enjoys an excellent location within the Nakshatra Aspire. This apartment for resale is a great choice. This ready to move flat in Narolgam can be taken at a very economical pricing of INR 45 Lac. It is semi-furnished to accommodate your needs.",20000085,Haryana,gurgaon,1000sqft,4outof4,Semi-Furnished,4,2,villa,North-East,AradhyaHomes
67a8a66ef75daf5b317293c7,126,"This lovely 2 BHK Flat in Gota, Ahmedabad is up for sale. It enjoys an excellent location within the Samruddhi Anushri Residency. This flat for resale is a choice property. This ready to move flat located in Gota is available for purchase at a fair price of INR 35 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.",2000008,Haryana,gurgaon,1000sqft,1outof4,Unfurnished,4,2,house,North-West,LuxuryFloorsGurgaon
67a8a66ef75daf5b317293c8,127,"This attractive 3 BHK apartment can be found for sale in Jodhpur Village, Ahmedabad. Well-tucked in the Pruthvi Tower township, the property is easily accessible. Invest your valuable money in this flat that is for resale. In Jodhpur Village, this ready to move flat is available at an attractive price of INR 88 Lac. The apartment is semi-furnished.",10000028,Haryana,gurgaon,500sqft,2outof3,Semi-Furnished,3,3,mixedusebuilding,East,UppalSouthend
67a8a66ef75daf5b317293c9,128,"Carefully laid out in the prime location of Chandkheda in Ahmedabad, this spacious 1 BHK flat on sale is a meticulously planned project. It is based at Siddhidhata Aditi complex, that occupies a prominent place in the locality. This flat is available as a resale property. This ready to move flat in Chandkheda can be availed at a reasonable price of INR 25 Lac. The flat is semi-furnished and is suitable for any family size. near mansarovar road chandkheda are a few nearby landmarks.",10000025,Haryana,gurgaon,750sqft,10outof14,Semi-Furnished,2,3,house,North,GodrejAria
67a8a66ef75daf5b317293ca,129,"This ready to move-in 3 BHK flat is available for sale at the premium Jodhpur Village in Ahmedabad. It is based at Pruthvi Tower complex, that occupies a prominent place in the locality. This is a desirable apartment for resale. Located in Jodhpur Village, this ready to move apartment is sold at a fair selling price of INR 90 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",1000005,Telengana,hyderabad,828sqft,Groundoutof2,Unfurnished,2,,farmhouse,,
67a8a66ef75daf5b317293cb,130,"This attractive 3 BHK apartment can be found for sale in Jodhpur Village, Ahmedabad. It enjoys an excellent location within the Pruthvi Tower. This flat for resale is a choice property. This ready to move flat in Jodhpur Village can be availed at a reasonable price of INR 1 Cr. This contemporary apartment is unfurnished.",9000000,Telengana,hyderabad,635sqft,2outof7,Unfurnished,3,2,house,West,
67a8a66ef75daf5b317293cc,131,"This magnificent 3 BHK Flat is available for sale in Jodhpur Village, Ahmedabad. Situated in the Pruthvi Tower township, it has a prime location. This apartment is a property of choice for resale. This apartment ready to move in the Jodhpur Village is available for an attractive price of INR 93 Lac. The apartment is semi-furnished.",6800000,Telengana,hyderabad,500sqft,3outof5,Semi-Furnished,2,1,house,,
67a8a66ef75daf5b317293cd,132,"This beautiful 3 BHK Flat is available for sale in Jodhpur Village, Ahmedabad. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Pruthvi Tower. This flat is available as a resale property. This ready to move flat in Jodhpur Village can be availed at a reasonable price of INR 93 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",6900000,Telengana,hyderabad,750sqft,3outof5,Semi-Furnished,2,2,villa,West,
67a8a66ef75daf5b317293ce,133,"This exquisite 2 BHK Flat is offered for sale in Bopal, Ahmedabad. Your search ends here, because this flat for sale is among the best bargains in town. This apartment ready to move in the Bopal is available for an attractive price of INR 55 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. sp ring road and zydus school , trp mall are some major landmarks near the apartment.",10000017,Telengana,hyderabad,828sqft,2outof5,Semi-Furnished,3,,house,,
67a8a66ef75daf5b317293cf,134,"1 BHK flat available for sale in Ahmedabad in the prime location of Maninagar East. This is one of the best properties available for resale. In Maninagar East, this ready to move flat is available at an attractive price of INR 23 Lac. It is unfurnished to accommodate your needs.",3000003,Telengana,hyderabad,1200sqft,8outof9,Unfurnished,5,2,bungalow,North-East,
67a8a66ef75daf5b317293d0,135,"Have a look at this immaculate 3 BHK flat for sale in Prahlad Nagar, Ahmedabad. Situated in the Safal Parivesh township, it has a prime location. This flat all equipped with required facilities, is up for resale. This ready to move flat in Prahlad Nagar comes at an affordable price of INR 85 Lac. This contemporary apartment is semi-furnished.",10000045,Telengana,hyderabad,750sqft,3outof22,Semi-Furnished,2,,villa,West,
